OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDa,Creator,EditDate,Editor,GlobalID,Shape_Leng,Shape_Area,ObservedPrcpChange,,,,
68,CURE,Lands - http://landsnet.nps.gov/tractsnet/documents/CURE/Metadata/cure_metadata.xml,Curecanti National Recreation Area,20170525,CO,Mountains,196412,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210701,Curecanti,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FFD5864E-74E6-4EF1-942A-84E74B41F85E},,273475556.3,17,,,,
69,LIBI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBI/Metadata/libi_metadata.xml,Little Bighorn Battlefield National Monument,20050223,MT,Mountains,806297,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048009,Little Bighorn Battlefield,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{70E91E91-8EF7-4A27-959C-09D6F5469BA7},,6437512.951,24,,,,
70,DETO,Lands - http://landsnet.nps.gov/tractsnet/documents/DETO/Metadata/deto_metadata.xml,Devils Tower National Monument,20141208,WY,Mountains,2733421,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220218,Devils Tower,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E1290C89-974C-4E84-87F9-54B04D75D696},,10774321.42,24,,,,
71,DINO,Lands - http://landsnet.nps.gov/tractsnet/documents/DINO/Metadata/dino_metadata.xml,Dinosaur National Monument,20201216,CO,Mountains,169567,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223241,Dinosaur,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{16A717F9-ECDA-4C11-876B-C2FFD8FAE935},,1481170409,17,,,,
72,FOLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLA/Metadata/fola_metadata.xml,Fort Laramie National Historic Site,20180409,WY,Mountains,1597073,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196718,Fort Laramie,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{931DC649-F39F-4BBF-8C47-DB0EA6E82DCD},,6622287.371,24,,,,
73,GLAC,Lands - http://landsnet.nps.gov/tractsnet/documents/GLAC/Metadata/glac_metadata.xml,Glacier National Park,2.02E+13,MT,Mountains,1803454,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230264,Glacier,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{07645D54-BF2F-4EA7-9437-B3FFEF153EAB},,9351621670,24,,,,
74,GLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLCA/Metadata/glca_metadata.xml,Glen Canyon National Recreation Area,20220422,AZ,Mountains,23865,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209616,Glen Canyon,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A79FBE4B-5AFE-4154-809B-4332E2379D46},,8057114941,17,,,,
75,RABR,Lands - http://landsnet.nps.gov/tractsnet/documents/RABR/Metadata/rabr_metadata.xml,Rainbow Bridge National Monument,20100329,UT,Mountains,23944,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166457,Rainbow Bridge,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{94588D51-7FA4-479C-A711-C90A18A1E4C3},,1018636.987,17,,,,
76,GOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/GOSP/Metadata/gosp_metadata.xml,Golden Spike National Historical Park,20110217,UT,Mountains,1428242,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175723,Golden Spike,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0622ADF9-C810-49FC-823F-9987CC6BA88D},,19348834.77,17,,,,
77,GRTE,Lands - http://landsnet.nps.gov/tractsnet/documents/GRTE/Metadata/grte_metadata.xml,Grand Teton National Park,20220302,WY,Mountains,1597571,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047976,Grand Teton,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{59BCF503-5E87-4F44-8924-3C9768EF4E29},,2410496679,24,,,,
78,SAND,Lands - http://landsnet.nps.gov/tractsnet/documents/SAND/Metadata/sand_metadata.xml,Sand Creek Massacre National Historic Site,20120304,CO,Mountains,2127375,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185781,Sand Creek Massacre,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C7DFB1FF-198D-490C-812C-103D1697D9E0},,83063902.24,17,,,,
79,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/Metadata/grsa_metadata.xml,Great Sand Dunes National Preserve,20220201,CO,Mountains,2733443,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6AEE6314-F20F-4433-A0C6-147EC4A49A8F},,270940284.6,17,,,,
80,JODR,Lands - http://landsnet.nps.gov/tractsnet/documents/JODR/Metadata/jodr_metadata.xml,"John D. Rockefeller, Jr., Memorial Parkway",20080414,WY,Mountains,1604577,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048169,John D Rockefeller Jr,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1C79BB3A-F273-4E94-8583-23DB5D410CDD},,185341715.4,24,,,,
81,FOBU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,Fossil Butte National Monument,20070222,WY,Mountains,1605065,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047959,Fossil Butte,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{ACA8A26B-151C-4BBE-8E86-DED40BE9A560},,60721809.98,24,,,,
82,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,20210308,CO,Mountains,179042,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048549,Mesa Verde,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F72F8EE9-8EE2-41C9-AFE8-84E866A13C66},,343422764.2,17,,,,
83,HOVE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOVE/Metadata/hove_metadata.xml,Hovenweep National Monument,20070406,CO,Mountains,202599,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047986,Hovenweep,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{ADD15F14-6E34-4FA3-8E21-561EACCFCA58},,5195288.917,17,,,,
84,YUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/YUHO/Metadata/yuho_metadata.xml,Yucca House National Monument,20201217,CO,Mountains,202628,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048070,Yucca House,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B5100EBC-D4DD-429A-B879-3AFBEE4C38D4},,227843.4577,17,,,,
85,MORU,Lands - http://landsnet.nps.gov/tractsnet/documents/MORU/Metadata/moru_metadata.xml,Mount Rushmore National Memorial,20101213,SD,Midwest,1262098,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167739,Mount Rushmore,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{331BBE82-C0BE-4749-9CA7-8581ABF32C53},,9923432.108,24,,,,
86,BEOL,Lands - http://landsnet.nps.gov/tractsnet/documents/BEOL/Metadata/beol_metadata.xml,Bent's Old Fort National Historic Site,20200922,CO,Mountains,2559483,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166446,Bent's Old Fort,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C7822E06-C30B-4B42-B6E2-5869526AA64F},,5420545.257,17,,,,
87,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,20210322,CO,Mountains,191398,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047956,Florissant Fossil Beds,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C63D522F-4722-42B9-83F8-B2E6E156F937},,41975465.03,17,,,,
88,BRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,Bryce Canyon National Park,20080327,UT,Mountains,1450197,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047913,Bryce Canyon,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{4427214A-59A6-44CB-9B74-49E9CB54FCF8},,232305570.9,17,,,,
89,CARE,Lands - http://landsnet.nps.gov/tractsnet/documents/CARE/Metadata/care_metadata.xml,Capitol Reef National Park,20220422,UT,Mountains,1434866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192759,Capitol Reef,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A2537C72-6F26-4ED5-8DFD-5F9E03469181},,1605721879,17,,,,
90,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,20180504,UT,Mountains,1439558,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047930,Cedar Breaks,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6283FD20-4169-44FB-98C4-D412DE44A788},,39592554.84,17,,,,
91,PISP,Lands - http://landsnet.nps.gov/tractsnet/documents/PISP/Metadata/pisp_metadata.xml,Pipe Spring National Monument,20061207,AZ,Mountains,9526,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048036,Pipe Spring,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{87ACD543-0ACD-457F-B6B1-4C4449E804D9},,252896.6912,17,,,,
92,ZION,Lands - http://landsnet.nps.gov/tractsnet/documents/ZION/Metadata/zion_metadata.xml,Zion National Park,20170622,UT,Mountains,1455157,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181118,Zion,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5248C1B3-4D3F-4214-B9BA-4B5331F5CAFC},,952718697.9,17,,,,
93,THRO,Lands - http://landsnet.nps.gov/tractsnet/documents/THRO/Metadata/thro_metadata.xml,Theodore Roosevelt National Park,20170427,ND,Midwest,1033824,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196728,Theodore Roosevelt,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{2EDD38AF-8F66-419B-9CA5-F7C03B8C0979},,616847538.8,24,,,,
94,FOUS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUS/Metadata/fous_metadata.xml,Fort Union Trading Post National Historic Site,20180724,MT,Midwest,771520,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225692,Fort Union Trading Post,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{791DE483-3C47-4042-9735-CF785380BC65},,4006610.303,24,,,,
95,TICA,Lands - http://landsnet.nps.gov/tractsnet/documents/TICA/Metadata/tica_metadata.xml,Timpanogos Cave National Monument,20050414,UT,Mountains,1446610,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239937,Timpanogos Cave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B8E63124-6089-41E8-AF0B-013F45F751E2},,1747594.642,17,,,,
96,WICA,Lands - http://landsnet.nps.gov/tractsnet/documents/WICA/Metadata/wica_metadata.xml,Wind Cave National Park,20160419,SD,Midwest,1263056,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239942,Wind Cave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{03D5AE0C-2070-4BEA-912C-874CF35DBCEB},,261727427.2,24,,,,
97,JECA,Lands - http://landsnet.nps.gov/tractsnet/documents/JECA/Metadata/jeca_metadata.xml,Jewel Cave National Monument,20100722,SD,Midwest,1261888,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165329,Jewel Cave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0CC69081-D837-4AD4-9B37-C5FE6FF64B0E},,9873220.822,24,,,,
98,YELL,Lands - http://landsnet.nps.gov/tractsnet/documents/YELL/Metadata/yell_metadata.xml,Yellowstone National Park,20080423,ID,Mountains,1609331,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048199,Yellowstone,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8DD33732-223F-4427-B1F8-1E61C1CE8A46},,17557091585,1,,,,
99,BIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/BIHO/Metadata/biho_metadata.xml,Big Hole National Battlefield,20151106,MT,Pacific West,779820,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225687,Big Hole,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3BD62F97-7044-4CAD-B8D2-DDA800DE3EF0},,8092191.994,24,,,,
100,GRKO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRKO/Metadata/grko_metadata.xml,Grant-Kohrs Ranch National Historic Site,20171130,MT,Mountains,806847,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220223,Grant-Kohrs Ranch,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6D91D2B7-0536-4C55-924B-283F263234E7},,13410009.51,24,,,,
101,NACA,Lands - http://landsnet.nps.gov/tractsnet/documents/NACA/Metadata/naca_metadata.xml,National Capital Parks,2.02E+13,DC,National Capital,2738287,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223249,National Capital Parks,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B7C93278-9934-42AD-9F2C-6946D219AD23},,49151777.32,60,,,,
102,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,20081117,MD,National Capital,2733426,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048149,Clara Barton,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{91B99D4F-17E5-4CBD-8245-C47C0112182B},,55817.25321,60,,,,
103,BEPA,Lands - http://landsnet.nps.gov/tractsnet/documents/BEPA/Metadata/bepa_metadata.xml,Belmont-Paul Women's Equality National Monument,20160913,DC,National Capital,2781517,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235426,Belmont-Paul Women's Equality,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{04222B26-1AB9-499D-92F9-93B5DC6F98AD},,2306.458709,60,,,,
104,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2.02E+13,MD,National Capital,597426,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048158,Fort Washington,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E4C83D24-0969-4395-B86D-659BCD5AE6FC},,2301943.238,60,,,,
105,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,20200520,DC,National Capital,530776,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{7485A2F5-4DCA-408F-BE1E-4FFAAAB599D1},,120867.4957,60,,,,
106,MALL,Lands - http://landsnet.nps.gov/tractsnet/documents/MALL/Metadata/mall_metadata.xml,National Mall,20111006,DC,National Capital,2733438,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181133,National Mall,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0B7DE831-B9DA-4721-B4CF-F0996CA159F0},,1154397.711,60,,,,
107,GREE,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,Greenbelt Park,20210303,MD,National Capital,597496,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048160,Greenbelt,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AD41498C-F175-49D2-8FBC-C5E56D6DBFE8},,7707043.551,60,,,,
108,ROCR,Lands - http://landsnet.nps.gov/tractsnet/documents/ROCR/Metadata/rocr_metadata.xml,Rock Creek Park,20190530,DC,National Capital,530563,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2244324,Rock Creek Park,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AB3BD79D-E6A4-4A24-A2D6-DB8DE9C1F6D7},,11722714.87,60,,,,
109,PAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAV/Metadata/paav_metadata.xml,Pennsylvania Avenue National Historic Site,20160913,DC,National Capital,2733439,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208015,Pennsylvania Avenue,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9D2292D3-FBB3-44DE-906C-816AF094166E},,124211.7046,60,,,,
110,CHOH,Lands - http://landsnet.nps.gov/tractsnet/documents/CHOH/Metadata/choh_metadata.xml,Chesapeake and Ohio Canal National Historical Park,20230314,DC,National Capital,583731,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253816,Chesapeake and Ohio Canal,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FF00B6A3-EE5A-40D0-B6D3-A8749B420EC8},,140220474.3,60,,,,
111,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,20060921,DC,National Capital,2733422,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048178,Mary McLeod Bethune Council House,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A9BC77C9-42F6-40A1-9E74-66D534951E3A},,532.5542927,60,,,,
112,HAFE,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFE/Metadata/hafe_metadata.xml,Harpers Ferry National Historical Park,20210915,MD,National Capital,1556735,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048163,Harpers Ferry,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5A84B004-72FF-41F8-AF6E-50D58FF63B12},,25199536.92,60,,,,
113,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,20220126,MD,National Capital,583623,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166419,Catoctin Mountain,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{869ED6C2-CA8D-478D-88F5-5BE3B97FD4D3},,39359346.88,60,,,,
114,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2.02E+13,MD,National Capital,584569,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048162,George Washington,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{276264C1-9D2A-4C1C-B3F1-68E44B201B6E},,44538318.39,60,,,,
115,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",20210122,VA,National Capital,1888900,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048142,"Arlington House, The Robert E. Lee Memorial",,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0BD49387-012E-4F3C-9A1D-F4E0B4CFC4AD},,114601.2077,37,,,,
116,THIS,Lands - http://landsnet.nps.gov/tractsnet/documents/THIS/Metadata/this_metadata.xml,Theodore Roosevelt Island,20050531,DC,National Capital,2733420,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048191,Theodore Roosevelt Island,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D64E41D4-3889-4B23-9050-D7915658390D},,670314.073,60,,,,
117,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,20190611,VA,National Capital,1470042,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{56DCD126-D607-4B7B-89E8-279961B4DDFE},,34215862.92,37,,,,
118,WWII,Lands - http://landsnet.nps.gov/tractsnet/documents/WWII/Metadata/wwii_metadata.xml,World War II Memorial,20111103,DC,National Capital,1989142,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181142,World War II Memorial,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CECC1FCC-3574-416F-8EC8-CE95AA4DFF1F},,57408.37678,60,,,,
119,FRDE,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDE/Metadata/frde_metadata.xml,Franklin Delano Roosevelt Memorial,20200520,DC,National Capital,1877541,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181122,Franklin Delano Roosevelt,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{35008ADE-1FFF-4780-8C22-CA5D862A8ACE},,54428.27713,60,,,,
120,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,20060921,DC,National Capital,530748,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048156,Ford's Theatre,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C60C0282-F9C9-4FA7-AE6F-E31211C35958},,2010.956383,60,,,,
121,JEFM,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFM/Metadata/jefm_metadata.xml,Thomas Jefferson Memorial,20091106,DC,National Capital,530557,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049278,Thomas Jefferson Memorial,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A560A1ED-546A-4735-BD5A-66F9C7D911F4},,131694.9763,60,,,,
122,LINC,Lands - http://landsnet.nps.gov/tractsnet/documents/LINC/Metadata/linc_metadata.xml,Lincoln Memorial,20111104,DC,National Capital,531835,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181132,Lincoln,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{96BEC951-7A30-4F15-BC59-84C7C50629AF},,48757.28109,60,,,,
123,WAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/WAMO/Metadata/wamo_metadata.xml,Washington Monument,20091106,DC,National Capital,531850,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049241,Washington Monument,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{449A5867-C203-45AB-A4EC-B38DCA71DE68},,698443.1935,60,,,,
124,KOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOWA/Metadata/kowa_metadata.xml,Korean War Veterans Memorial,20111103,DC,National Capital,1985525,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181130,Korean War Veterans,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{17B401AE-FA1A-47FE-B341-81146E3D4C3E},,10418.40644,60,,,,
125,PISC,Lands - http://landsnet.nps.gov/tractsnet/documents/PISC/Metadata/pisc_metadata.xml,Piscataway Park,20210303,MD,National Capital,1676813,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048186,Piscataway,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{84A22C85-E9D3-4FD3-A08A-9C8AA4E3D00F},,30633450.46,60,,,,
126,FRDO,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDO/Metadata/frdo_metadata.xml,Frederick Douglass National Historic Site,20170321,DC,National Capital,2733423,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048159,Frederick Douglass,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F3CE76C6-9604-43AB-B222-09FA0E782B75},,56143.06448,60,,,,
127,CAWO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAWO/Metadata/cawo_metadata.xml,Carter G. Woodson Home National Historic Site,20060322,DC,National Capital,2085144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048147,Carter G. Woodson Home,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F40FAB13-4612-4D81-A081-3A19A6CDC7AF},,1273.03456,60,,,,
128,MONO,Lands - http://landsnet.nps.gov/tractsnet/documents/MONO/Metadata/mono_metadata.xml,Monocacy National Battlefield,20200925,MD,National Capital,588388,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048181,Monocacy,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{85313D2A-355E-4822-93B0-556BB221F453},,10994093.71,60,,,,
129,PRWI,Lands - http://landsnet.nps.gov/tractsnet/documents/PRWI/Metadata/prwi_metadata.xml,Prince William Forest Park,2.02E+13,VA,National Capital,1472799,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221823,Prince William Forest,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{096353AF-D4D6-4A1E-A4EA-668188F27A94},,92507002.21,37,,,,
130,VIVE,Lands - http://landsnet.nps.gov/tractsnet/documents/VIVE/Metadata/vive_metadata.xml,Vietnam Veterans Memorial,20111103,DC,National Capital,531832,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181139,Vietnam Veterans,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{39CC26A8-A816-476B-B7CD-D57B092864CB},,14616.54082,60,,,,
131,COGA,Lands - http://landsnet.nps.gov/tractsnet/documents/COGA/Metadata/coga_metadata.xml,Constitution Gardens,20111103,DC,National Capital,530610,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181119,Constitution Gardens,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5FED477B-8188-4E39-A6C0-11B58FC839E3},,285615.6622,60,,,,
132,WHHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WHHO/Metadata/whho_metadata.xml,White House,20100528,DC,National Capital,2733430,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165312,President's Park (White House),,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{7377FCCD-367C-4426-B62E-7307B27F033F},,122787.859,60,,,,
133,FLNI,Lands - http://landsnet.nps.gov/tractsnet/documents/FLNI/Metadata/flni_metadata.xml,Flight 93 National Memorial,20130205,PA,Northeast,1986830,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194468,Flight 93,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C28FA6B9-35ED-407A-82AE-293349B18863},,15660815.17,60,,,,
134,ALPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ALPO/Metadata/alpo_metadata.xml,Allegheny Portage Railroad National Historic Site,20140804,PA,Northeast,1214216,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215968,Allegheny Portage Railroad,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5FB81E40-223E-4AD2-BAA6-DE7A45760E3E},,9165311.461,60,,,,
